date,firm,n,sd,source,FDP,GRUENE,LINKE,others,SPD,Union,AfD
2018-07-31,GMS,1005,0.028,NA,10,13,10,4,17,30,16
2018-08-01,"Infratest dimap",1508,0.023,NA,7,15,9,5,18,29,17
2018-08-01,Emnid,2478,0.018,NA,8,15,9,5,18,30,15
2018-08-03,Forsa,2508,0.018,NA,10,13,9,5,18,31,14
2018-08-06,"INSA YouGov",2096,0.02,NA,8.5,12.5,11,4,17,30,17
2018-08-07,Civey,11907,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-gruene-profitieren-von-unionsstreit-rekordhoch-a-1221994.html,7.8,14,9.8,5.1,17.4,30.1,15.8
2018-08-08,Emnid,2502,0.018,NA,8,15,10,5,17,31,14
2018-08-09,"FG Wahlen",1294,0.025,NA,8,15,9,3,18,31,16
2018-08-09,Allensbach,1295,0.025,NA,9,12.5,9,4,20,31,14.5
2018-08-10,Forsa,2505,0.018,NA,10,15,9,4,18,30,14
2018-08-13,"INSA YouGov",2034,0.02,NA,9.5,12.5,11,3.5,17.5,29,17
2018-08-15,Emnid,2942,0.017,NA,9,15,9,5,17,30,15
2018-08-17,Forsa,2503,0.018,NA,9,15,10,4,18,30,14
2018-08-20,"INSA YouGov",3129,0.016,NA,10,13.5,12,4,16.5,28,16
2018-08-22,"Infratest dimap",1047,0.027,NA,8,14,9,5,18,29,17
2018-08-22,Emnid,1891,0.021,NA,9,15,9,5,18,30,14
2018-08-24,Forsa,2502,0.018,NA,8,15,10,5,18,30,14
2018-08-27,"INSA YouGov",2079,0.019,NA,10,13.5,10.5,5,16.5,28,16.5
2018-08-28,YouGov,1538,0.022,NA,9,13,11,5,17,28,17
2018-08-29,Emnid,2390,0.018,NA,9,14,9,4,19,30,15
2018-08-30,"FG Wahlen",1216,0.026,NA,8,14,8,4,18,31,17
2018-08-31,Forsa,2503,0.018,NA,8,16,8,5,17,30,16
2018-09-03,"INSA YouGov",2069,0.019,NA,9.5,13.5,10,5.5,16,28.5,17
2018-09-05,"Infratest dimap",1502,0.023,NA,8,14,10,5,18,29,16
2018-09-05,Emnid,2472,0.018,NA,9,14,10,6,17,29,15
2018-09-07,Forsa,2507,0.018,NA,9,15,10,5,16,31,14
2018-09-10,"INSA YouGov",2042,0.019,NA,9,13.5,10.5,4.5,17,28,17.5
2018-09-10,GMS,1003,0.028,NA,9,14,9,6,17,29,16
2018-09-12,Emnid,1978,0.02,NA,9,13,10,5,18,30,15
2018-09-13,"FG Wahlen",1339,0.025,NA,7,16,8,4,20,30,15
2018-09-13,Allensbach,1258,0.026,NA,8.5,12.5,9,4,19.5,31.5,15
2018-09-14,Forsa,2507,0.018,NA,8,16,10,5,18,30,13
2018-09-17,"INSA YouGov",2054,0.02,NA,9,13,10.5,4.5,17,28.5,17.5
2018-09-19,"INSA YouGov",1040,0.027,NA,10,14.5,11,3,16.5,27.5,17.5
2018-09-19,"Infratest dimap",1035,0.027,NA,9,15,10,3,17,28,18
2018-09-19,Emnid,2368,0.018,NA,9,14,11,5,17,28,16
2018-09-21,Forsa,2502,0.018,NA,9,16,10,5,17,28,15
2018-09-24,"INSA YouGov",2051,0.019,NA,10,14.5,11.5,3,16,27,18
2018-09-25,YouGov,1504,0.022,NA,9,14,11,4,17,27,18
2018-09-26,GMS,1005,0.027,NA,9,15,10,5,16,27,18
2018-09-26,Emnid,1902,0.02,NA,10,15,11,4,16,27,17
2018-09-27,"FG Wahlen",1260,0.025,NA,8,17,10,4,17,28,16
2018-09-28,Forsa,2501,0.018,NA,9,17,10,5,16,28,15
2018-10-01,"INSA YouGov",2041,0.019,NA,10,14.5,11.5,3.5,16,26,18.5
2018-10-01,Civey,11904,0.025,http://www.spiegel.de/politik/deutschland/cdu-csu-faellt-auf-27-prozent-spd-und-afd-gleichauf-spon-umfrage-a-1230962.html,8.6,15.7,10.4,5,16.8,26.7,16.8
2018-10-02,Emnid,1515,0.022,NA,9,16,10,5,17,27,16
2018-10-05,Forsa,2002,0.02,NA,9,18,10,5,16,28,14
2018-10-08,"INSA YouGov",2054,0.019,NA,10,15,11,4,16,26,18
2018-10-10,"Infratest dimap",1508,0.022,NA,10,17,10,6,15,26,16
2018-10-10,GMS,1007,0.027,NA,10,16,10,4,15,27,18
2018-10-10,Emnid,1899,0.02,NA,9,17,11,5,17,26,15
2018-10-11,Allensbach,1259,0.025,NA,8.5,15,9,4.5,19,29,15
2018-10-12,Forsa,2504,0.018,NA,9,19,9,5,16,28,14
2018-10-15,"INSA YouGov",2061,0.019,NA,9.5,17,10.5,3.5,15,26.5,18
2018-10-17,"Infratest dimap",1004,0.027,NA,11,19,9,6,14,25,16
2018-10-17,Emnid,1609,0.021,NA,10,19,10,6,15,25,15
2018-10-18,"FG Wahlen",1117,0.026,NA,8,20,10,5,14,27,16
2018-10-19,Forsa,2502,0.017,NA,9,21,9,5,14,27,15
2018-10-22,"INSA YouGov",2061,0.019,NA,9,19,10.5,3.5,15,26,17
2018-10-24,Emnid,1905,0.019,NA,10,20,10,5,15,24,16
2018-10-26,Forsa,2509,0.017,NA,9,21,10,6,14,26,14
2018-10-29,"INSA YouGov",2052,0.019,NA,9.5,20,11,4,14,25,16.5
2018-10-31,Emnid,1815,0.02,http://www.wahlrecht.de/umfragen/emnid.htm,9,21,10,6,14,25,15
2018-11-02,Forsa,2502,0.017,http://www.wahlrecht.de/umfragen/forsa.htm,9,24,9,5,13,27,13
2018-11-04,YouGov,1542,0.022,https://www.wahlrecht.de/umfragen/yougov.htm,10,21,10,4,14,25,16
2018-11-05,"INSA YouGov",3138,0.015,http://www.wahlrecht.de/umfragen/insa.htm,10,19,11,5.5,13.5,24.5,16.5
2018-11-05,Civey,10005,0.025,http://www.spiegel.de/politik/deutschland/angela-merkel-kuendigt-rueckzug-an-cdu-legt-in-umfrage-zu-afd-verliert-a-1236834.html,9.6,19.4,9.3,4.7,15.4,28.6,13
2018-11-07,Emnid,1518,0.022,NA,8,22,9,6,15,25,15
2018-11-08,"FG Wahlen",1200,0.025,NA,9,22,9,5,14,27,14
2018-11-09,Forsa,2504,0.017,NA,9,23,9,5,14,27,13
2018-11-12,INSA,2070,0.019,NA,9,20,10,5,14,25.5,16.5
2018-11-14,"Infratest dimap",1506,0.022,NA,8,23,9,6,14,26,14
2018-11-14,Emnid,1987,0.019,NA,8,21,9,6,15,26,15
2018-11-15,Allensbach,1242,0.025,NA,9.5,19,9,4,17,28,13.5
2018-11-16,Forsa,2503,0.018,NA,9,23,9,5,14,28,12
2018-11-19,"INSA YouGov",2047,0.019,NA,9.5,20,10,5,14.5,25.5,15.5
2018-11-21,Emnid,2361,0.018,NA,9,21,9,5,15,26,15
2018-11-22,"FG Wahlen",1336,0.024,NA,8,22,9,4,14,27,16
2018-11-23,Forsa,2507,0.017,NA,9,23,8,5,14,27,14
2018-11-26,"INSA YouGov",2062,0.019,NA,8.5,19,10,5,14,27.5,16
2018-11-27,YouGov,2065,0.019,NA,9,21,10,4,15,27,14
2018-11-28,"Infratest dimap",1052,0.027,NA,9,21,8,5,14,28,15
2018-11-28,Emnid,1531,0.022,NA,9,19,9,5,15,28,15
2018-11-30,Forsa,2505,0.017,NA,9,22,8,6,14,27,14
2018-12-03,"INSA YouGov",2069,0.019,NA,9.5,18,11,4.5,13.5,27.5,16
2018-12-03,Civey,10041,0.025,http://www.spiegel.de/politik/deutschland/spon-umfrage-grosse-koalition-punktet-nur-noch-bei-alten-a-1241657.html,9.5,19.9,9.4,3.8,15,26.5,15.9
2018-12-05,"Infratest dimap",1502,0.023,NA,8,20,8,6,14,30,14
2018-12-05,Emnid,2469,0.018,NA,9,19,9,5,15,29,14
2018-12-06,Forsa,2006,0.02,NA,8,22,8,6,14,29,13
2018-12-09,Forsa,1506,0.024,NA,8,19,8,6,14,32,13
2018-12-10,"INSA YouGov",2047,0.02,NA,10,17,10,4,15,29,15
2018-12-12,"Infratest dimap",1048,0.028,NA,8,20,8,5,15,31,13
2018-12-12,GMS,1005,0.028,NA,9,19,9,4,14,30,15
2018-12-12,Emnid,1997,0.02,NA,8,20,8,5,15,30,14
2018-12-12,Allensbach,1295,0.025,NA,8.5,19,9,4,16.5,29,14
2018-12-13,"FG Wahlen",1268,0.025,NA,7,19,9,5,15,30,15
2018-12-14,Forsa,2507,0.018,NA,8,19,8,6,15,32,12
2018-12-17,"INSA YouGov",2077,0.02,NA,9.5,18,9.5,4,15,29,15
2018-12-19,Emnid,1889,0.02,NA,9,19,9,5,15,29,14
2018-12-21,"INSA YouGov",1029,0.028,NA,9,19,9,5,14,29,15
2018-12-21,Forsa,2504,0.018,NA,8,20,8,6,14,31,13
2018-12-27,YouGov,1665,0.022,https://www.wahlrecht.de/umfragen/yougov.htm,8,18,10,4,16,30,14
2019-01-03,"INSA YouGov",1026,0.028,NA,10,18,10,4,15,29,14
2019-01-04,Forsa,1503,0.024,NA,8,19,9,5,15,32,12
2019-01-07,"INSA YouGov",2056,0.02,NA,10,17,10,3,15,30,15
2019-01-08,Civey,11881,0.025,http://www.spiegel.de/politik/deutschland/spon-umfrage-mehrheit-haelt-olaf-scholz-als-kanzler-fuer-ungeeignet-a-1247030.html,8.8,18.1,8.6,4.4,15.5,28.6,16
2019-01-09,"Infratest dimap",1505,0.023,NA,9,20,9,4,15,29,14
2019-01-09,Emnid,1964,0.02,NA,8,18,9,5,15,31,14
2019-01-10,"FG Wahlen",1267,0.025,NA,8,21,9,5,14,29,14
2019-01-11,Forsa,2504,0.018,NA,9,19,8,5,15,32,12
2019-01-14,"INSA YouGov",2028,0.02,NA,9.5,18,10.5,4,14.5,29,14.5
2019-01-16,Emnid,1448,0.024,NA,8,18,9,6,15,30,14
2019-01-17,Allensbach,1249,0.026,NA,8.5,18,8.5,4,16.5,31.5,13
2019-01-18,Forsa,2503,0.018,NA,9,19,8,5,15,32,12
2019-01-21,"INSA YouGov",2044,0.02,NA,9.5,19.5,9.5,4,13.5,31,13
2019-01-23,"Infratest dimap",1051,0.027,NA,9,20,8,5,15,28,15
2019-01-23,GMS,1003,0.029,NA,10,19,9,4,14,31,13
2019-01-23,Emnid,2017,0.02,NA,9,19,9,4,16,29,14
2019-01-24,"FG Wahlen",1285,0.025,NA,8,20,9,5,14,31,13
2019-01-25,Forsa,2501,0.018,NA,9,20,9,5,14,32,11
2019-01-28,"INSA YouGov",2056,0.02,NA,9,18,10,4,15,30,14
2019-01-29,YouGov,1578,0.023,http://www.wahlrecht.de/umfragen/yougov.htm,8,18,9,4,15,32,14
2019-01-30,Emnid,1434,0.023,NA,10,18,8,4,16,29,15
2019-02-01,Forsa,2501,0.018,NA,9,19,8,5,15,32,12
2019-02-04,"INSA YouGov",2034,0.02,NA,8.5,18.5,10.5,4,14.5,30,14
2019-02-06,Emnid,1900,0.021,NA,9,17,9,5,17,30,13
2019-02-07,"FG Wahlen",1350,0.024,NA,8,20,9,5,16,30,12
2019-02-08,Forsa,2500,0.018,NA,10,19,8,5,15,31,12
2019-02-11,"INSA YouGov",2051,0.02,NA,8.5,18.5,10.5,3.5,15.5,29.5,14
2019-02-13,"Infratest dimap",1503,0.023,NA,9,19,8,5,17,29,13
2019-02-13,Emnid,1891,0.021,NA,8,15,10,5,19,30,13
2019-02-13,Allensbach,1222,0.026,NA,8,18.5,8,4,18,30,13.5
2019-02-15,Forsa,2501,0.018,NA,10,21,6,5,17,29,12
2019-02-18,"INSA YouGov",2046,0.02,NA,9,15,9.5,4.5,18,30,14
2019-02-20,"Infratest dimap",1029,0.028,NA,8,18,8,6,18,30,12
2019-02-20,Emnid,1511,0.023,NA,9,16,9,5,19,29,13
2019-02-21,"FG Wahlen",1226,0.026,NA,7,20,9,5,15,31,13
2019-02-22,Forsa,2501,0.018,NA,9,20,7,6,16,30,12
2019-02-25,"INSA YouGov",2048,0.02,NA,9.5,15.5,9,4.5,18,29.5,14
2019-02-26,YouGov,1620,0.022,NA,9,17,9,4,18,30,13
2019-02-27,GMS,1005,0.029,NA,9,18,9,3,16,31,14
2019-02-27,Emnid,1420,0.024,NA,8,16,10,5,18,29,14
2019-03-01,"INSA YouGov",4000,0.014,NA,10,15.5,10,4,17,29,14.5
2019-03-01,Forsa,2502,0.018,NA,9,20,8,6,16,30,11
2019-03-06,Emnid,1906,0.021,NA,8,16,9,5,17,31,14
2019-03-08,Forsa,2501,0.018,NA,9,19,8,6,15,31,12
2019-03-11,"INSA YouGov",2005,0.02,NA,10,17.5,9,3.5,15,30.5,14.5
